game_id,retrieved_at,forecast_for_utc,hours_to_kickoff,is_indoor,roof_status_unknown,source,temp_f,feels_like_f,wind_mph,wind_gust_mph,wind_dir_deg,precip_prob,precip_in,humidity_pct,condition_code
2026_CFB_W02_FCS50_MIA,2026-09-06T21:14:59.431609+00:00,2026-09-11T00:00:00+00:00,98.8,False,False,open_meteo,88.1,93.4,9.7,9.6,134.0,0.37,0.0,60.0,3.0
2026_CFB_W02_FCS2450_UVA,2026-09-06T21:14:59.576590+00:00,2026-09-11T23:00:00+00:00,121.8,False,False,open_meteo,74.6,76.6,3.1,2.9,150.0,0.09,0.0,60.0,0.0
2026_CFB_W02_FCS222_LOU,2026-09-06T21:14:59.722192+00:00,2026-09-11T23:00:00+00:00,121.8,False,False,open_meteo,76.0,73.6,3.5,3.1,230.0,0.04,0.0,35.0,0.0
2026_CFB_W02_FCS257_NCSU,2026-09-06T21:14:59.867368+00:00,2026-09-11T23:00:00+00:00,121.8,False,False,open_meteo,82.6,85.2,6.6,13.0,78.0,0.34,0.0,55.0,3.0
2026_CFB_W02_RUTG_BC,2026-09-06T21:15:00.013725+00:00,2026-09-11T23:30:00+00:00,122.2,False,False,open_meteo,66.8,62.8,5.4,9.4,341.0,0.01,0.0,42.0,0.0
2026_CFB_W02_MIZ_KU,2026-09-06T21:15:00.159327+00:00,2026-09-12T00:00:00+00:00,122.7,False,False,open_meteo,95.4,91.9,18.8,25.3,181.0,0.11,0.0,34.0,1.0
2026_CFB_W02_PSU_TEM,2026-09-06T21:15:00.159823+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,77.0,79.0,0.2,2.0,360.0,0.03,0.0,35.0,0.0
2026_CFB_W02_ASU_TAM,2026-09-06T21:15:00.306841+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,90.0,95.0,8.0,8.7,207.0,0.01,0.0,51.0,0.0
2026_CFB_W02_FCS47_IU,2026-09-06T21:15:00.453181+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,73.5,71.3,4.2,6.7,162.0,0.09,0.0,41.0,2.0
2026_CFB_W02_WAKE_PUR,2026-09-06T21:15:00.601055+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,71.9,71.0,10.1,13.0,217.0,0.11,0.0,56.0,3.0
2026_CFB_W02_USF_ARMY,2026-09-06T21:15:00.746061+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,72.8,73.9,3.0,4.9,216.0,0.01,0.0,43.0,0.0
2026_CFB_W02_OU_MICH,2026-09-06T21:15:00.892520+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,72.7,70.4,10.0,11.2,200.0,0.09,0.0,50.0,1.0
2026_CFB_W02_FCS2193_UNC,2026-09-06T21:15:01.039151+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,84.5,89.3,7.4,8.5,119.0,0.09,0.0,52.0,3.0
2026_CFB_W02_ORE_OKST,2026-09-06T21:15:01.187767+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,89.8,92.8,9.8,10.7,159.0,0.07,0.0,48.0,0.0
2026_CFB_W02_WSU_KSU,2026-09-06T21:15:01.334256+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,85.8,88.6,6.3,7.6,228.0,0.11,0.0,49.0,0.0
2026_CFB_W02_ODU_VT,2026-09-06T21:15:01.480567+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,75.6,77.7,7.6,10.1,137.0,0.16,0.008,67.0,51.0
2026_CFB_W02_APP_ECU,2026-09-06T21:15:01.626724+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,84.2,86.2,10.5,11.0,92.0,0.11,0.0,48.0,0.0
2026_CFB_W02_FCS2747_KENT,2026-09-06T21:15:01.773374+00:00,2026-09-12T16:00:00+00:00,138.7,False,False,open_meteo,71.0,70.0,5.6,6.7,180.0,0.07,0.0,53.0,3.0
2026_CFB_W02_WKU_UGA,2026-09-06T21:15:01.936670+00:00,2026-09-12T16:45:00+00:00,139.5,False,False,open_meteo,90.9,97.9,1.8,3.1,346.0,0.12,0.0,42.0,0.0
2026_CFB_W02_FCS2142_CMU,2026-09-06T21:15:02.083422+00:00,2026-09-12T17:00:00+00:00,139.7,False,False,open_meteo,79.2,76.1,13.9,19.0,228.0,0.07,0.0,43.0,1.0
2026_CFB_W02_FCS107_MOH,2026-09-06T21:15:02.229071+00:00,2026-09-12T17:00:00+00:00,139.7,False,False,open_meteo,79.0,78.2,5.7,6.0,171.0,0.08,0.0,33.0,2.0
2026_CFB_W02_FCS2630_WVU,2026-09-06T21:15:02.375571+00:00,2026-09-12T17:00:00+00:00,139.7,False,False,open_meteo,79.3,81.6,2.5,5.1,225.0,0.08,0.0,40.0,3.0
2026_CFB_W02_FCS2619_BALL,2026-09-06T21:15:02.522196+00:00,2026-09-12T18:00:00+00:00,140.7,False,False,open_meteo,75.1,76.4,6.5,7.8,184.0,0.09,0.0,52.0,3.0
2026_CFB_W02_MSST_MINN,2026-09-06T21:15:02.668087+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,82.5,81.3,1.9,3.4,36.0,0.11,0.0,21.0,1.0
2026_CFB_W02_ULM_UAB,2026-09-06T21:15:02.813775+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,98.1,102.9,2.5,2.5,265.0,0.27,0.0,25.0,0.0
2026_CFB_W02_FCS2523_AKR,2026-09-06T21:15:02.960095+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,77.5,77.2,5.4,6.9,199.0,0.09,0.0,38.0,3.0
2026_CFB_W02_FCS2529_MASS,2026-09-06T21:15:03.106314+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,76.3,75.0,4.5,7.4,160.0,0.02,0.0,36.0,2.0
2026_CFB_W02_MD_CONN,2026-09-06T21:15:03.252826+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,79.5,76.5,6.5,6.5,184.0,0.02,0.0,25.0,2.0
2026_CFB_W02_CAL_SYR,2026-09-06T21:15:03.253148+00:00,2026-09-12T19:30:00+00:00,142.2,True,False,open_meteo,,,,,,,,,
2026_CFB_W02_EMU_MSU,2026-09-06T21:15:03.399776+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,82.1,79.4,12.2,14.8,211.0,0.07,0.0,36.0,0.0
2026_CFB_W02_RICE_ND,2026-09-06T21:15:03.546237+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,79.4,78.6,9.7,11.6,203.0,0.08,0.0,42.0,0.0
2026_CFB_W02_ARIZ_BYU,2026-09-06T21:15:03.691977+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,88.2,79.3,22.5,36.5,227.0,0.08,0.0,28.0,1.0
2026_CFB_W02_FCS2681_JMU,2026-09-06T21:15:03.838777+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,85.0,83.8,9.8,15.2,137.0,0.11,0.0,41.0,2.0
2026_CFB_W02_DUKE_ILL,2026-09-06T21:15:03.985562+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,79.2,79.2,9.4,13.0,152.0,0.09,0.0,47.0,2.0
2026_CFB_W02_FCS2115_TOL,2026-09-06T21:15:04.132629+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,81.0,79.3,7.1,10.7,204.0,0.08,0.0,30.0,1.0
2026_CFB_W02_USU_WASH,2026-09-06T21:15:04.133129+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,63.4,59.9,6.2,5.1,167.0,0.09,0.0,54.0,2.0
2026_CFB_W02_FCS2692_COLO,2026-09-06T21:15:04.299512+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,92.7,85.2,11.3,15.9,131.0,0.31,0.0,15.0,1.0
2026_CFB_W02_UCF_PITT,2026-09-06T21:15:04.300042+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,79.0,80.8,3.1,4.3,176.0,0.1,0.0,38.0,2.0
2026_CFB_W02_ALA_UK,2026-09-06T21:15:04.448451+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,84.4,83.2,7.0,6.3,222.0,0.14,0.0,26.0,2.0
2026_CFB_W02_UTSA_TXST,2026-09-06T21:15:04.595783+00:00,2026-09-12T19:30:00+00:00,142.2,False,False,open_meteo,101.0,105.9,9.1,7.6,163.0,0.03,0.0,30.0,0.0
2026_CFB_W02_UNLV_UNT,2026-09-06T21:15:04.743505+00:00,2026-09-12T19:45:00+00:00,142.5,False,False,open_meteo,104.9,106.6,12.3,10.1,181.0,0.03,0.0,25.0,1.0
