game_id,retrieved_at,forecast_for_utc,hours_to_kickoff,is_indoor,roof_status_unknown,source,temp_f,feels_like_f,wind_mph,wind_gust_mph,wind_dir_deg,precip_prob,precip_in,humidity_pct,condition_code
2026_CFB_W03_SYR_PITT,2026-09-06T21:15:11.821001+00:00,2026-09-17T23:30:00+00:00,266.2,False,False,open_meteo,74.1,74.9,4.9,10.7,3.0,0.0,0.0,58.0,3.0
2026_CFB_W03_MIA_WAKE,2026-09-06T21:15:11.971419+00:00,2026-09-18T23:30:00+00:00,290.2,False,False,open_meteo,70.8,74.2,7.1,17.7,28.0,0.19,0.008,87.0,51.0
2026_CFB_W03_HOU_TTU,2026-09-06T21:15:12.121929+00:00,2026-09-19T00:00:00+00:00,290.7,False,False,open_meteo,91.9,85.1,15.1,17.4,192.0,0.06,0.0,23.0,1.0
2026_CFB_W03_FCS2502_ORE,2026-09-06T21:15:12.272882+00:00,2026-09-19T02:30:00+00:00,293.2,False,False,open_meteo,59.8,56.3,5.7,4.7,11.0,0.06,0.0,59.0,0.0
2026_CFB_W03_CCU_DEL,2026-09-06T21:15:12.423911+00:00,2026-09-19T15:30:00+00:00,306.2,False,False,open_meteo,70.7,70.0,8.1,12.8,124.0,0.18,0.0,65.0,3.0
2026_CFB_W03_AKR_MINN,2026-09-06T21:15:12.424437+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,68.0,71.2,7.6,23.0,227.0,0.28,0.094,96.0,80.0
2026_CFB_W03_UNT_TXST,2026-09-06T21:15:12.424886+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,85.8,88.6,12.1,15.2,184.0,0.07,0.0,59.0,3.0
2026_CFB_W03_BUF_PSU,2026-09-06T21:15:12.575939+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,62.9,64.4,5.4,21.3,150.0,0.1,0.0,93.0,3.0
2026_CFB_W03_KENT_OSU,2026-09-06T21:15:12.727845+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,79.2,83.3,5.9,8.7,155.0,0.12,0.0,62.0,0.0
2026_CFB_W03_FCS2382_GT,2026-09-06T21:15:12.728382+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,78.2,83.7,5.5,6.7,125.0,0.1,0.0,75.0,3.0
2026_CFB_W03_UNC_CLEM,2026-09-06T21:15:12.728809+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,75.5,81.3,5.1,6.9,61.0,0.12,0.008,83.0,51.0
2026_CFB_W03_BGSU_ISU,2026-09-06T21:15:12.879393+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,86.1,83.8,18.0,26.6,211.0,0.12,0.0,47.0,3.0
2026_CFB_W03_TULN_KSU,2026-09-06T21:15:12.879908+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,88.1,82.3,23.9,38.5,203.0,0.34,0.0,42.0,1.0
2026_CFB_W03_UGA_ARK,2026-09-06T21:15:13.030542+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,85.7,85.4,16.7,27.3,198.0,0.14,0.0,53.0,0.0
2026_CFB_W03_ASU_KU,2026-09-06T21:15:13.194797+00:00,2026-09-19T16:00:00+00:00,306.7,False,False,open_meteo,68.2,64.7,3.8,15.7,258.0,0.17,0.0,39.0,0.0
2026_CFB_W03_EMU_WIS,2026-09-06T21:15:13.195324+00:00,2026-09-19T16:30:00+00:00,307.2,False,False,open_meteo,72.2,69.9,16.1,31.5,180.0,0.15,0.012,72.0,51.0
2026_CFB_W03_NCSU_VAN,2026-09-06T21:15:13.195758+00:00,2026-09-19T16:45:00+00:00,307.5,False,False,open_meteo,82.3,88.4,5.9,10.3,217.0,0.2,0.0,69.0,2.0
2026_CFB_W03_WYO_CMU,2026-09-06T21:15:13.196181+00:00,2026-09-19T17:00:00+00:00,307.7,False,False,open_meteo,70.2,68.3,12.2,19.7,174.0,0.29,0.0,69.0,3.0
2026_CFB_W03_FCS79_ILL,2026-09-06T21:15:13.196618+00:00,2026-09-19T18:00:00+00:00,308.7,False,False,open_meteo,87.2,89.8,12.6,16.3,203.0,0.23,0.0,50.0,0.0
2026_CFB_W03_FCS311_BC,2026-09-06T21:15:13.197033+00:00,2026-09-19T18:00:00+00:00,308.7,False,False,open_meteo,70.8,69.3,2.6,4.5,110.0,0.13,0.0,30.0,0.0
2026_CFB_W03_TEM_TOL,2026-09-06T21:15:13.197453+00:00,2026-09-19T19:00:00+00:00,309.7,False,False,open_meteo,84.4,85.4,8.5,12.8,175.0,0.14,0.0,44.0,1.0
2026_CFB_W03_FCS2184_WSU,2026-09-06T21:15:13.348729+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,60.9,56.9,5.2,4.7,230.0,0.07,0.0,36.0,0.0
2026_CFB_W03_FCS2681_CAL,2026-09-06T21:15:13.499335+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,78.8,76.2,3.6,7.8,313.0,0.0,0.0,19.0,0.0
2026_CFB_W03_SMU_LOU,2026-09-06T21:15:13.499850+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,90.8,95.0,4.7,8.9,211.0,0.13,0.004,45.0,51.0
2026_CFB_W03_USU_UTAH,2026-09-06T21:15:13.500295+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,65.8,59.3,9.0,10.5,325.0,0.27,0.0,17.0,0.0
2026_CFB_W03_MOH_CIN,2026-09-06T21:15:13.651371+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,91.2,96.6,3.5,6.9,207.0,0.07,0.0,39.0,0.0
2026_CFB_W03_UK_TAM,2026-09-06T21:15:13.651887+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,95.9,98.4,10.0,11.4,163.0,0.1,0.0,34.0,3.0
2026_CFB_W03_FSU_ALA,2026-09-06T21:15:13.803169+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,94.9,100.3,3.8,7.4,187.0,0.12,0.0,42.0,3.0
2026_CFB_W03_FCS284_MASS,2026-09-06T21:15:13.803694+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,70.5,69.2,5.7,9.2,169.0,0.16,0.0,45.0,0.0
2026_CFB_W03_UTEP_MICH,2026-09-06T21:15:13.804120+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,77.0,76.5,11.0,16.1,184.0,0.16,0.0,54.0,1.0
2026_CFB_W03_USC_RUTG,2026-09-06T21:15:13.954717+00:00,2026-09-19T19:30:00+00:00,310.2,False,False,open_meteo,72.3,70.7,7.3,10.1,133.0,0.12,0.0,54.0,3.0
2026_CFB_W03_BALL_LIB,2026-09-06T21:15:13.955221+00:00,2026-09-19T20:00:00+00:00,310.7,False,False,open_meteo,73.3,77.9,2.9,3.6,23.0,0.08,0.0,77.0,3.0
2026_CFB_W03_STAN_DUKE,2026-09-06T21:15:14.128657+00:00,2026-09-19T20:00:00+00:00,310.7,False,False,open_meteo,80.9,85.4,5.4,8.5,95.0,0.15,0.0,64.0,3.0
2026_CFB_W03_WKU_IU,2026-09-06T21:15:14.129157+00:00,2026-09-19T20:00:00+00:00,310.7,False,False,open_meteo,88.5,91.0,7.2,13.9,202.0,0.1,0.0,46.0,2.0
2026_CFB_W03_FCS2460_IOWA,2026-09-06T21:15:14.129609+00:00,2026-09-19T20:00:00+00:00,310.7,False,False,open_meteo,94.8,91.1,20.1,28.4,219.0,0.22,0.0,35.0,2.0
2026_CFB_W03_LT_BAY,2026-09-06T21:15:14.130016+00:00,2026-09-19T20:00:00+00:00,310.7,False,False,open_meteo,99.2,97.6,14.2,14.5,186.0,0.1,0.0,27.0,3.0
2026_CFB_W03_MSST_SC,2026-09-06T21:15:14.130441+00:00,2026-09-19T20:15:00+00:00,311.0,False,False,open_meteo,85.0,89.8,7.1,5.4,125.0,0.13,0.0,60.0,3.0
2026_CFB_W03_FCS2545_ULM,2026-09-06T21:15:14.281877+00:00,2026-09-19T20:30:00+00:00,311.2,False,False,open_meteo,91.7,95.8,8.1,7.8,185.0,0.1,0.004,48.0,51.0
2026_CFB_W03_FIU_FAU,2026-09-06T21:15:14.282396+00:00,2026-09-19T22:00:00+00:00,312.7,False,False,open_meteo,87.8,91.3,13.6,15.7,70.0,0.56,0.0,60.0,1.0
2026_CFB_W03_ECU_ODU,2026-09-06T21:15:14.433189+00:00,2026-09-19T22:00:00+00:00,312.7,False,False,open_meteo,78.8,79.0,10.5,14.5,110.0,0.22,0.0,59.0,3.0
